,name,rating,website,location,wheelchair,family,image_link-src,description,meta_descriptions,latitude,longitude
10,Battery Park,4.5,enjoyburlington.com,"Battery Park Extension, Burlington, VT 05401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPCnj7Bd0Hv3vp1O3GWZCyZwaz6uG1b6cp6uCzi=w408-h306-k-no,"Historic park featuring a playground, summer concerts, ice-skating & views of Lake Champlain.",,44.4794819,-73.2192729
11,Bay Beach Amusement Park,4.7,baybeach.org,"1313 Bay Beach Rd, Green Bay, WI 54302",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO6k46xcM12zoOy_eq3KPxrDSiE4EfZhk9Z64ah=w408-h306-k-no,"Vibrant amusement park featuring rides such as bumper cars, a Ferris wheel & slides.",Find useful information about Bay Beach Amusement Park.,44.5314979,-87.9816724
12,Belle Boyd House,4.7,bchs.org,"126 E Race St, Martinsburg, WV 25401",Accessibility    Wheelchair accessible parking lot   Wheelchair rental,Amenities    Good for kids   Restroom,https://lh5.googleusercontent.com/p/AF1QipPArKgKP2v6WcIvzBY6jEHbQ0EsIruqAqehLp8G=w426-h240-k-no,"Circa-1853 Greek Revival house, now a county museum with period decor & various exhibits.",,39.4596633,-77.96175199999999
13,Berkeley Springs State Park,4.7,berkeleyspringssp.com,"2 S Washington St, Berkeley Springs, WV 25411",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNreHZ25_Of5Qx3xhK6S4F_zJ7mWg8CEpn4T6c4=w426-h240-k-no,"Stalwart, laid-back state park offering natural springs for bathing, a spa, events & other features.",,39.6268068,-78.22874569999999
14,Billings Farm & Museum,4.6,billingsfarm.org,"69 Old River Rd, Woodstock, VT 05091",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restroom   Restaurant,https://lh5.googleusercontent.com/p/AF1QipN62szdMuGH5Yn86CLWfbjs2XabChzHo9_j05PS=w408-h272-k-no,"Working farm & museum dedicated to scientific-farming history, with interactive exhibits & demos.","Billings Farm & Museum is just a scenic stroll from the village center of Woodstock, Vermont, and is regarded as one of the finest outdoor history museums.",43.6298525,-72.513088
15,Bramble Park Zoo,4.6,brambleparkzoo.com,"800 10th St NW, Watertown, SD 57201",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNSxe9Tdym3YBad6H6Bcidyvaq-5njiHpalfH0E=w408-h306-k-no,Historic zoo housing more than 800 animals from over 100 species in habitats spread across 15 acres.,The Bramble Park Zoo is located in Watertown SD. We are proud to be accredited by the Association of Zoos and Aquariums. Stop in today!,44.9101758,-97.1304598
16,Broken Boot Gold Mine,4.5,brokenbootgoldmine.com,"1200 Pioneer Way, Deadwood, SD 57732",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipM3KXkgRZMqSJ69pJC6oB4s8tr0xpnD7WGO2Oel=w426-h240-k-no,Rustic local attraction featuring guided tours of underground former gold mines.,,44.3707189,-103.7428493
17,Brown Chicken Brown Cow,4.4,bchixbcow.com,"13 E Queens Way, Hampton, VA 23669",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipPXHLN70UzOjvSvotcdTPFfbpH-NOWQYGj9-5WP=w408-h544-k-no,"Elevated pub & brunch eats, craft beers & floats with booth or patio seating, plus live music.","Grass fed burgers, chicken, BBQ, smoked meats, 20 taps, patio dining, Downtown Hampton Virginia",37.0259661,-76.34372789999999
18,Bubba Gump Shrimp Co.,4.2,bubbagump.com,"900 Parkway, Gatlinburg, TN 37738",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipPGHn9Q4wqwWGruHVw4vBFvOtYHtcDhHcaKGlbu=w408-h240-k-no-pi0-ya247.83246-ro-0-fo100,Family-friendly chain for seafood & American fare served in a fishing boat-themed setting.,Family-friendly chain for seafood & American fare served in a fishing-boat-themed setting in the USA & International.,35.7106993,-83.5187662
19,Buckroe Beach and Park,4.6,hampton.gov,"100 S 1st St, Hampton, VA 23664",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipONu0sPQWef43shx7vOzCBVFZCSqNllYY45iAwQ=w408-h306-k-no,"Recreational beach park with kayak/paddleboat rentals, a playground, stage pavilion & picnic sites.",,37.0404256,-76.2917169
20,Buffalo Bill Center of the West,4.8,centerofthewest.org,"720 Sheridan Ave, Cody, WY 82414",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipPKqjOtdafVPayYdsZPZYV9C1jKyIAm2B4RbDKO=w408-h306-k-no,"Interactive Western museum with exhibitions dedicated to Buffalo Bill, firearms & natural history.",,44.5246152,-109.0742578
21,Buffalo Bill Dam & Visitor Center,4.7,bbdvc.com,"4808 N Fork Hwy, Cody, WY 82414",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOY1ncCvAfkFlhprdFG4ThK9MKjdn6phCc3Z6Q4=w408-h297-k-no,"History & facts about the concrete arch dam through film & taxidermy, plus close-up reservoir views.",Engineering marvel.  Free and informative.  Travel info and gifts available.,44.5013668,-109.1839211
22,Butterfly House & Aquarium,4.5,butterflyhouseaquarium.org,"4320 S Oxbow Ave, Sioux Falls, SD 57106",Accessibility    Wheelchair accessible entrance,,https://lh5.googleusercontent.com/p/AF1QipMrUkSiwFVrt2lcQ4lFMMTl9ty6g5P5Y-pDDta9=w408-h272-k-no,"Attraction with hundreds of active butterflies plus sea life displays, including a touch pool.","The Butterfly House & Aquarium is a hands-on aquarium, butterfly garden, and a fun, educational family attraction in Sioux Falls.",43.5066166,-96.7625316
23,Camden Park,4.0,camdenpark.com,"5000 Waverly Rd, Huntington, WV 25704",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair rental,Amenities    Baggage storage   Gender-neutral restroom   Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipOX-6JLbui39fbU0-3KzvJtMikPXxgsN0JV_1P4=w408-h271-k-no,"Amusement park with a carousel, haunted house & other kid-centric activities in an outdoor space.","Camden Park has been the destination of choice for family fun in Huntington, WV. It's a thriving traditional amusement park with a rich history.",38.397485,-82.5306112
24,Camel's Hump State Park,4.8,vtstateparks.com,"3429 Camels Hump Rd, Duxbury, VT 05676",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPuRt1w9iWRFun1RGdSYxiZd2JXq2ZuKIRxsgw1=w408-h272-k-no,This primitive timber management & wildlife preservation area features mountains & trails.,,44.31643529999999,-72.8480526
25,Carlyle House Historic Park,4.7,novaparks.com,"121 N Fairfax St, Alexandria, VA 22314",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPoZBVRW7RJGx931QlZS784phLGfG0BG9lZliMe=w408-h544-k-no,"Elegant, circa-1753 manor home featuring lush gardens & tours plus concerts & other events.","NOVA Parks - the best of Northern Virginia through nature, history, and great family experiences",38.8052237,-77.0419022
26,Centennial Park,4.7,nashville.gov,"2500 West End Ave, Nashville, TN 37203",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOas-Y56GLGdeyZmoC6T0GUguoPwXDjwbvdyF06=w408-h544-k-no,"Urban recreation area with walking paths, band shell, dog park, exercise trail, gardens & museums.",Official website of the Metropolitan Government of Nashville and Davidson County.,36.1494148,-86.812823
27,Chaang Thai Restaurant,4.3,chaangthai.com,"361 High St, Morgantown, WV 26505",Accessibility    Wheelchair accessible entrance   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipNpuyiqAokLVZSP9uVutAiWWb4x4i71w4PfnPoj=w408-h306-k-no,Traditional Thai fare such as noodles & curry in a relaxed setting with seating & a warm vibe.,,39.6306363,-79.95551130000001
28,Champy's,4.6,champyschicken.com,"526 E M L King Blvd, Chattanooga, TN 37403",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipP_qzReIB6VKfOd_hwjkmYYqgGBAsBlpDfhenhN=w532-h240-k-no,Fried chicken is the draw at this country-hip Southern eatery with live music & a long beer list.,,35.0432533,-85.3021297
29,Charles Krutch Park,4.5,,"504 Market St, Knoxville, TN 37902",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOoAbmG7Onq81ojU0fufUbWCa7p8zVDPERVtJ4T=w408-h306-k-no,"Small, serene park with colorful public art installations, benches & a water feature.",,35.964213,-83.9186761
30,Chazen Museum of Art,4.8,chazen.wisc.edu,"800 University Ave, Madison, WI 53706",Accessibility    Assistive hearing loop   Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Gender-neutral restroom   Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMc7nG65r3Gzi3q4OsWAzbIHZTIUiOKgzAyUYVr=w435-h240-k-no,"Free campus art museum offering rotating exhibits from a collection of 20,000 works.","Located in the heart of the University of Wisconsin–Madison campus, the Chazen Museum of Art is home to the second-largest collection of art in Wisconsin. Collections and exhibitions are complemented with events and educational programming for the public.",43.0738342,-89.3993421
31,Chesapeake Arboretum,4.6,cityofchesapeake.net,"624 Oak Grove Rd, Chesapeake, VA 23320",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN7_DnJtAaL7qHSRLWlG83EkBTddGMolmhf4sA_=w408-h544-k-no,"Site devoted to nature appreciation & education, with forest trails & gardens across 45 acres.",City of Chesapeake's official information and online services source.,36.7432054,-76.23902830000002
32,Chesapeake City Park,4.7,cityofchesapeake.net,"900 City Park Dr, Chesapeake, VA 23320",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMf_8t2mPWO-mhtrON87nk4Kh4a4RObonXCYFwC=w408-h306-k-no,Pine forest featuring open space for dog & skate parks plus an expansive playground & horseshoes.,City of Chesapeake's official information and online services source.,36.7496775,-76.228358
33,Chesapeake Planetarium,4.8,virginia.org,"310 Shea Dr, Chesapeake, VA 23322",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPDpkB34N8_Om0bI6o95EIqBgEuVaBL1xJp2B7X=w408-h272-k-no,Circa-1963 theater providing educational programming to schools & free public shows on Thursdays.,"Visit Virginia’s official tourism website for travel info and vacation planning. Explore our cities and towns, find fun things to do, and discover unique places to stay. Order our free travel guide and sign up for our newsletters for regular trip inspo.",36.7160747,-76.2507633
34,Cheyenne Botanic Gardens,4.8,botanic.org,"710 S Lions Park Dr, Cheyenne, WY 82001",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN7p6z_Be1-WagY4L8LelMdXwmYjNK2rzzjS2H0=w408-h306-k-no,Garden center with a variety of landscapes plus a solar-heated conservatory & play area for kids.,,41.155752,-104.8305503
35,Cheyenne Depot Plaza,4.6,cheyenne.org,"1 Depot Square Capitol &, W 15th St, Cheyenne, WY 82007",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipM6QXB-lrpw41cABgc7zEAo-_q5fHTxd6pYdGh3=w408-h363-k-no,Well-known gathering place & open-air venue for local music performances & farmers' markets.,"Cheyenne, Wyoming Convention and Visitors Bureau home to Cheyenne Frontier Days, great local restaurants, a growing downtown and an authentic western experience with a modern flair! Wyoming Starts here!",41.1310216,-104.8169819
36,Cheyenne Frontier Days Old West Museum,4.6,oldwestmuseum.org,"4610 Carey Ave, Cheyenne, WY 82001",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restroom   Free Wi-Fi   Restaurant,https://lh5.googleusercontent.com/p/AF1QipPjDe6mKmnL5KjomD1eng6lcSObBV_bL4fxGq3m=w408-h306-k-no,"History museum with temporary exhibits, photos, a video-screening room & rodeo gear on display.",,41.1579452,-104.8340615
37,Children’s Museum of Eau Claire,4.7,childrensmuseumec.com,"40 S Barstow St, Eau Claire, WI 54701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipODnzazwR6GblHlHNUdjVgvlZAH8Cg83gM1rph0=w408-h272-k-no,"Educational interactive exhibits for children & play spaces for toddlers, plus art activities.","The Children's Museum of Eau Claire (CMEC) is an interactive environment for kids and their grown-ups that inspires imagination, creativity, discovery and the love of learning. A favorite destination for families in the Chippewa Valley, the Children’s Museum offers non-traditional learning opportunities that help kids of all ages SEE, TOUCH, LEARN and GROW their way through important developmental milestones.",44.8125237,-91.5010228
38,Children's Museum of Memphis,4.6,cmom.com,"2525 Central Ave, Memphis, TN 38104",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPs_SAJu-31i5o-3Dy9Bh2Qv6XVb77AR_ck5tAC=w408-h306-k-no,Interactive permanent displays & traveling exhibits create learning opportunities for kids.,The Children's Museum of Memphis creates memorable learning experiences through the joy of play in hands-on exhibits and programs.,35.1249227,-89.9766673
39,China Town,4.1,https://www.sirved.com/restaurant/barre-vermont-usa/china-town/327066/menus,"306 N Main St, Barre, VT 05641",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible seating,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNVY7IHaFB1SViZQwFod2NseaUhFcKMEOfu10Uv=w426-h240-k-no,"Humble counter-serve Chinese eatery featuring a menu of Cantonese, Sichuan & Hunan dishes.",,44.2001297,-72.50556999999999
40,Chippewa Valley Museum,4.6,cvmuseum.com,"1204 E Half Moon Dr, Eau Claire, WI 54703",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMC0sP4DtiENtUw-votE2Has4tG48NVB2zIvbde=w503-h240-k-no,"Local museum showcasing the Chippewa Valley people & culture through time, with an ice-cream parlor.","A place to ask questions, seek answers and be inspired. Visit the Museum to explore our exhibits and learn about the history of the Chippewa Valley.",44.8114724,-91.5176097
41,Chow Thai,4.8,chowthaiwv.com,"426 1/2 B Shrewsbury St, Charleston, WV 25301",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,,https://lh5.googleusercontent.com/p/AF1QipNP1rO3fW5Ot6w-RrzvA_mFXUFIp0XDtQnk_ljS=w408-h544-k-no,"A limited menu of Thai classics & some updated items, served at a counter in a simple setting.",,38.3504863,-81.62966639999999
42,Clay Center,4.6,theclaycenter.org,"1 Clay Square, Charleston, WV 25301",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNFgKJ4jCkGyNJJjb0k-n4ypcRwC7h7gnAg2HGV=w426-h240-k-no,"Venue for interactive exhibits, science-related movies on a jumbo screen & diverse performances.","Discover a world of music, theater, art and science at one of the most unique venues in the country. Visit an interactive museum with art and science exhibits of its own and traveling exhibitions from around the country, become immersed in a giant screen film or planetarium show on a 61-foot dome, hear world-class performances by renowned entertainers and more – all under one roof!",38.3480471,-81.6292619
43,Cody Dug Up Gun Museum,4.7,codydugupgunmuseum.com,"1020 12th St, Cody, WY 82414",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNAcxUABEMsAH6LNCOF109pgZSRsej-LRWuk3Kq=w408-h306-k-no,"Vast collection of antique & vintage weapons from the Civil War, both World Wars & other periods.",,44.5265075,-109.0637237
44,Cold Hollow Cider Mill,4.6,coldhollow.com,"3600 Waterbury-Stowe Rd, Waterbury Center, VT 05677",Accessibility    Wheelchair accessible entrance,,https://lh5.googleusercontent.com/p/AF1QipPNXKHkTq87s0-26AjmYcjcTJx7zSpWX3bo3BJ-=w408-h271-k-no,"Charming spot with a bakery known for cider donuts, plus a market for syrups & other Vermont goods.","Welcome to Cold Hollow Cider Mill - Vermont to the core! Come for the fresh-pressed cider, delicious homemade foods, and legendary cider donuts. Fresh bakery, luncheonette, and hard cider tasting room in Vermont. Visit us today!",44.3817349,-72.72025769999999
45,Core Arboretum,4.8,arboretum.wvu.edu,"Monongahela Blvd, Morgantown, WV 26505",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOhJEwFQlF5VpwLKceI0w6dc0XxNWdfGz39xc4B=w408-h306-k-no,"University park facility on 91 acres of forest & flood plain, filled with trees, plants & birds.",,39.6511803,-79.9814302
46,Cornerstone Pub & Kitchen,4.5,cornerstonepk.com,"47 N Main St, Barre, VT 05641",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipNAZLDlvAKrMomOw5-7epSId5QdyZr5HqcenkJS=w408-h407-k-no,Casual gastropub featuring a variety of craft beers in a contemporary space with an upbeat vibe.,"A Classic American Pub and Restaurant located in newly renovated downtown Barre, Vermont. Craft beer, high-quality food and a smiling staff await you",44.1976529,-72.5014224
47,Country Music Hall of Fame and Museum,4.6,countrymusichalloffame.org,"222 Rep. John Lewis Way S, Nashville, TN 37203",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOhuIJSwWOO1CJ6ce8_YdSqPUo46kHSKF9rz0vP=w408-h306-k-no,Attraction tells the story of popular American music through artifacts & interactive exhibits.,"From interactive exhibits to only-in-Nashville events and family-friendly programming, there's lots to see and do at the Country Music Hall of Fame®.",36.1582227,-86.7764364
48,Crowbar & Grill,4.5,thecrowbarandgrill.com,"202 S 2nd St, Laramie, WY 82070",Accessibility    Wheelchair accessible entrance   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipMan1KT22HixA5ydhERyJSvMyTnAe6FNm-_L28e=w499-h240-k-no,Creative burgers & pizzas served along with craft brews & cocktails in a relaxed atmosphere.,,41.3118979,-105.5951175
49,Days of '76 Museum,4.5,deadwoodhistory.com,"18 76th Dr, Deadwood, SD 57732",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMLv79z5QSBt-xjTqCJwLOZVH6dbEYKq5FBh8LX=w408-h272-k-no,"Seasonal museum to the annual Days of '76 festival, with memorabilia & a range of exhibits.",,44.3858525,-103.7159179
50,Dempsey's Brewery Restaurant & Pub,4.7,dempseybrewpub.com,"127 N Broadway, Watertown, SD 57201",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipPKlRbghSmMoKHHLG0mzSPZGRtothmPCg6DGgfy=w408-h544-k-no,"Irish pub grub, brick-oven pies & microbrews served in a flag-adorned space with a seasonal deck.",,44.90298079999999,-97.1140866
51,Dinosaur Park,4.3,rcgov.org,"940 Skyline Dr, Rapid City, SD 57701",Accessibility    Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPkVBGfg-SRcW3xYBsrV5JMUC1sc0e3-Aqq-OxF=w408-h306-k-no,Kitschy 1930s cement dinosaurs star at this 20-acre park on a hill with city & prairie views.,City of Rapid City,44.0778268,-103.2440296
52,Discovery World,4.6,discoveryworld.org,"500 N Harbor Dr, Milwaukee, WI 53202",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair rental,Amenities    Good for kids   Restaurant   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipN-HO6jE0vIjIYJMNP9vQicMcMC7vJBXc4SYNQ5=w426-h240-k-no,"Lakefront museum & aquarium showcasing innovation, technology & Great Lakes conservation.","Located on the shoreline of Lake Michigan, Discovery World Science and Technology Museum is one of Milwaukee's best things to do for children and families.",43.0368557,-87.8957252
53,Dorsey's Knob Park and Disc Golf Course,4.5,boparc.org,"1107 Dorsey Ave, Morgantown, WV 26501",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipP-9teG04HuqldZ5aA97S_7hLsSas1KySFVzoto=w408-h306-k-no,"Picturesque, hilltop park featuring a range of trails, a disc-golf course & playground on 70 acres.",,39.6152909,-79.95267079999999
54,"ECHO, Leahy Center for Lake Champlain",4.6,echovermont.org,"1 College St, Burlington, VT 05401",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Gender-neutral restroom   Good for kids   Restaurant   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipObq-mGAJN7HLG2V1UjwkuhocNCx1Jc1fGQ9Msh=w408-h306-k-no,"Kid-focused museum with 70+ species of animals, interactive exhibits about lake ecology & a cafe.","ECHO is the premiere science and nature museum on Lake Champlain. ECHO's mission is to inspire and engage families in the joy of scientific discovery, wonder of nature, and care of Lake Champlain. Open 10 a.m. to 5 p.m., visit us at: 1 College St., Burlington, VT 05401",44.4764229,-73.22100449999999
55,Figaretti's Restaurant,4.5,figarettis.net,"1035 Mount Dechantal Rd, Wheeling, WV 26003",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipN-gprLoi5rTQ4ZMMa5W0lX5a_yH5wy3FdJ-pOl=w408-h306-k-no,Longtime family-run standby offers traditional Italian plates & signature spaghetti sauce for sale.,At Figaretti's Italian Restaurant the seasoned and professional staff ensures a memorable experience with their meticulous attention to detail.,40.0660776,-80.6926345
56,Fort Laramie National Historic Site,4.7,nps.gov,"965 Grey Rocks Road, Fort Laramie, WY 82212",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNClP-QWib0zEUB8lztUDY7miPB2-I1pbdD8NKA=w408-h306-k-no,Historic site with a visitor center offers audio tours of the military post plus outdoor activities.,The National Park Service cares for special places saved by the American people so that all may experience our heritage.,42.2090231,-104.5520801
57,Gatlinburg Scenic Overlook,4.8,,"Gatlinburg, TN 37738",Accessibility    Wheelchair accessible entrance,,https://lh5.googleusercontent.com/p/AF1QipP1z5R7Rq1XdrFoAs1rgJXPyMGoEr_W_nGD3Kf0=w408-h306-k-no,This popular roadside overlook features panoramic views of the city & surrounding mountains.,,35.714259,-83.5101638
58,Gatlinburg Space Needle,4.5,gatlinburgspaceneedle.com,"115 Historic Nature Trail, Gatlinburg, TN 37738",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOG-2IK-TjaF3TNjX42VgaloNb79G-cnX3WQcHM=w408-h309-k-no,"Opened in 1969, the 407-ft. observation tower offers an outdoor viewing deck, a theater & an arcade.",,35.7107036,-83.5180568
59,Gordon Bubolz Nature Preserve,4.6,bubolzpreserve.org,"4815 N Lynndale Dr, Appleton, WI 54913",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN5r_e9zmG43Gb-nScu-_z5u9jNEta77XuVNKRx=w408-h544-k-no,"Unspoiled natural landscape with trails for hiking & cross-country skiing, plus an education center.",,44.3118494,-88.449038
60,Graceland,4.5,graceland.com,"Elvis Presley Blvd, Memphis, TN 38116",Accessibility    Assistive hearing loop   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipNwW-_v32E0Jl6pz5RMBFboYrI2z5kg6Q9HhoZl=w408-h306-k-no,"Elvis Presley's famed estate featuring mansion tours, exhibits, a car museum & 2 jets.",,35.0370145,-90.025146
61,Granny's Restaurant,4.2,grannysrestaurantwy.com,"1550 Sheridan Ave, Cody, WY 82414",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible seating,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipNtXP7pvl2KWQyDD3WYIfL23fYnwOAjkFAeP_sE=w408-h306-k-no,Homestyle American meals are served up from early morning to night in a relaxed space with a patio.,"Welcome to Granny's Restaurant! We are located at 1550 Sheridan Ave, Cody, WY 82414. Our phone number is 307-587-4829. We look forward to seeing you soon!",44.5257837,-109.0573368
62,Graze Restaurant,4.4,grazemadison.com,"1 S Pinckney St, Madison, WI 53703",Accessibility    Wheelchair accessible entrance   Wheelchair accessible restroom   Wheelchair accessible seating   Wheelchair accessible parking lot,Amenities    Bar onsite   Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipOujeB_n2hayiB98qWijDvFZy7yEdpdgUqH30Qn=w408-h407-k-no,Lively gastropub plating farm-to-table comfort fare in a modern glass venue with Capitol views.,Graze is a farm-to-table Madison restaurant with menus that feature a range of classics executed on a higher level than traditional pub fare. ,43.07505159999999,-89.382212
63,Great Plains Zoo & Delbridge Museum of Natural History,4.4,greatzoo.org,"805 S Kiwanis Ave, Sioux Falls, SD 57104",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO8kwlaLu_GeS9mNWgO_gYmSWKGKojjMx96gwqe=w408-h270-k-no,Zoo with wildlife from around the world plus a museum with over 100 mounted animals.,"Home to hundreds of animals, the Great Plains Zoo & Delbridge Museum of Natural History is a source of affordable family fun.",43.5392292,-96.76269889999999
